,cancelation
49337,False
114388,False
71738,True
37333,False
107739,False
89310,False
27560,False
76607,False
36193,False
111262,False
57984,True
37172,False
25391,False
103776,False
97109,False
2814,True
99648,False
34165,False
56375,True
93957,False
310,True
21023,False
44474,True
26779,False
87756,False
102220,False
14646,False
89160,False
6673,True
23836,False
31157,False
83902,False
96060,False
59202,True
39784,False
119248,False
83287,False
105681,False
12078,True
112198,False
91991,False
103395,False
23426,False
82566,False
102403,False
2648,True
49205,True
74073,True
110450,False
110191,False
38570,False
33010,False
84598,False
103272,False
35193,False
15365,False
59971,True
7911,True
64632,True
109122,False
86419,False
59080,True
55720,True
34400,False
80066,False
113141,False
104765,False
95501,False
3410,False
26135,False
27398,False
103598,False
59153,True
71769,True
7498,True
52171,True
62201,True
35336,False
50813,True
60421,True
70016,True
72968,True
41518,True
76890,False
36532,False
69207,True
12239,True
31166,False
84331,False
94918,False
104931,False
43634,False
76537,True
109811,False
91830,False
43690,False
86236,False
103378,False
11644,True
72658,True
18991,False
43092,False
61960,True
94461,False
63635,True
78902,False
2757,False
95837,False
43978,True
112005,False
34220,False
15684,False
99128,False
62887,True
36289,False
85839,False
64042,True
69835,True
70395,True
34988,False
112775,False
53329,True
12933,True
17471,False
45095,False
10237,True
99326,False
74351,True
45662,False
53211,True
92908,False
93430,False
118815,False
31020,False
6904,False
46746,True
4108,True
111559,False
112152,False
68372,True
62527,True
76519,True
103914,False
29564,False
102166,False
40795,False
30264,False
3909,True
29877,False
36833,False
43081,False
7493,True
49412,True
97981,False
68855,True
66707,True
88918,False
61436,True
108526,False
119301,False
58031,True
79398,False
50924,False
114898,False
109872,False
54753,True
82797,True
5958,False
92290,False
56468,True
99602,False
107848,False
25412,False
101246,False
103934,False
19434,False
103415,False
22013,False
5434,True
103354,False
25090,False
82658,False
14272,True
118454,False
83809,False
92878,False
23327,False
28319,False
73830,True
52774,True
54654,True
103462,False
33432,False
33267,False
92298,False
2523,False
20485,False
65692,True
97490,False
4245,False
14291,False
116528,False
30771,False
35234,False
75981,True
28973,False
48888,True
8153,False
15767,True
114055,False
67643,True
42435,True
102213,False
114969,False
87808,False
30266,False
110756,False
96772,False
94930,False
41403,False
56873,True
76663,False
96387,False
27024,False
81079,False
404,False
18041,False
109388,False
98854,False
78838,True
49093,True
61688,True
90770,False
7207,True
115005,False
114066,False
38298,False
4056,True
65416,True
118626,False
25047,False
15766,True
47760,True
55620,True
99069,False
38752,False
50627,True
27351,False
65834,True
36669,False
102456,False
27338,False
4604,True
38501,False
18752,False
9281,True
20801,False
55553,True
5251,False
43253,False
110069,False
33445,False
4887,False
119272,False
51395,False
2221,False
66205,True
61755,True
29767,False
64613,True
74315,True
43970,True
70216,True
106399,False
58291,True
119130,False
73467,True
4585,False
16004,False
39743,False
88787,False
76797,False
47336,True
83642,False
34141,False
84128,False
92574,False
112204,False
63039,True
29268,False
11216,True
82902,True
107913,False
1509,False
65178,True
54193,True
33568,False
24114,False
56140,True
86451,False
58661,True
90101,False
67728,True
75610,True
11291,True
16851,False
80224,False
110888,False
115668,False
88304,False
60673,True
7506,True
82858,True
16045,True
7486,True
27875,False
109144,False
78407,False
85879,False
8617,True
55180,True
33681,False
34105,False
109369,False
114103,False
84603,False
42070,True
40084,True
98855,False
9691,True
2562,False
35790,False
78868,False
21393,False
24150,False
22677,False
70312,True
113857,False
69618,True
22609,False
98910,False
106993,False
108482,False
45716,False
92246,False
35115,False
69760,True
21761,False
49833,True
32501,False
24658,False
70208,True
31406,False
45801,True
15322,True
96944,False
105338,False
27915,False
99397,False
47340,True
17443,False
53459,False
38954,False
52569,True
52622,True
92898,False
80614,False
23805,False
48613,True
60962,True
22273,False
16180,False
47168,False
40405,True
27482,False
55559,False
83268,False
97577,False
86987,False
25696,False
20970,False
20569,False
59924,True
99572,False
50758,True
86345,False
67752,True
108830,False
65380,True
84168,False
73439,True
11371,True
78345,False
99159,False
11010,True
49396,True
61545,True
11831,True
117144,False
29774,False
12430,True
106031,False
87822,False
1024,True
48061,True
6701,True
61353,True
28151,False
83925,False
91831,False
22831,False
7453,True
117068,False
64285,True
103893,False
31863,False
33314,False
42090,False
93493,False
20950,False
113473,False
104042,False
104737,False
118919,False
74513,True
8092,True
41110,False
30683,False
19609,False
115314,False
34002,False
48521,True
39976,False
108994,False
118387,False
113343,False
50203,True
92884,False
90382,False
115977,False
40535,False
15738,False
57941,True
58630,True
68106,True
28300,False
115445,False
73516,True
66656,True
44072,True
92760,False
69355,True
65897,True
5991,False
99155,False
20377,False
68469,True
111786,False
15196,True
52802,True
76855,False
112000,False
80659,False
99131,False
21707,False
19049,False
64241,True
106909,False
87154,False
56553,True
93614,False
14026,False
14285,False
79888,True
5557,False
1703,True
113468,False
95636,False
13489,True
48868,False
108339,False
100637,False
63250,True
62013,True
114059,False
64834,True
91315,False
18350,True
37295,False
104566,False
108155,False
50202,True
19948,False
45352,False
9496,True
9688,True
38143,False
92217,False
58332,True
71552,True
44972,False
3651,False
92281,False
32051,False
80866,False
38055,False
38823,False
78586,False
49897,True
39201,False
60026,True
57273,True
74089,True
112636,False
119298,False
98720,False
61335,True
899,False
35821,False
39751,False
24609,False
32902,False
44856,False
112870,False
70733,True
38018,False
84036,False
28399,False
44957,False
86284,False
51093,True
95145,False
93860,False
81493,False
102894,False
82786,True
52111,True
31764,False
23889,False
83201,False
38189,False
28054,False
113176,False
36704,False
51718,True
9563,True
71024,True
106998,False
113627,False
91563,False
119147,False
20877,False
107386,False
53649,True
110696,False
96176,False
89284,False
93384,False
117712,False
23508,False
35247,False
94440,False
6918,True
118629,False
79512,False
108029,False
69302,True
96406,False
53974,True
108444,False
19297,False
23751,False
23497,False
35869,False
89791,False
90862,False
1601,True
99621,False
54660,True
111511,False
17144,False
108248,False
19543,False
50884,True
99292,False
59808,True
87404,False
89682,False
52710,False
84226,False
62834,True
31006,False
13890,False
63041,True
24755,False
50948,True
47563,True
110023,False
34296,False
116413,False
58389,True
57394,True
97920,False
100255,False
72029,True
60100,True
14097,False
75999,True
106607,False
42776,True
8062,True
41911,False
94985,False
81191,False
32826,False
95856,False
47570,True
29094,False
26756,False
71259,True
75317,True
110638,False
79999,True
78152,False
51581,True
58712,True
38553,False
102309,False
27021,False
114698,False
72748,True
8628,True
105563,False
112630,False
95929,False
77277,True
94096,False
104164,False
22424,False
107167,False
8162,False
68858,True
61622,True
14688,True
104622,False
25179,False
19982,False
65917,True
24780,False
510,False
672,True
85106,False
108543,False
114594,False
30993,False
82297,False
30021,False
109732,False
68290,True
7930,True
110513,False
104761,False
54124,True
5588,False
197,False
97151,False
52545,True
97536,False
81372,True
78906,False
117184,False
80207,False
79722,False
54968,True
57314,True
41759,True
12729,True
67571,True
72680,True
18199,False
117306,False
62428,True
2409,False
50277,True
99924,False
99125,False
78929,False
44664,False
62421,True
112584,False
48515,True
72410,True
71143,True
11226,True
61367,True
25228,False
17152,False
10319,True
83254,False
87356,False
98112,False
60971,True
89492,False
28117,False
38975,False
101407,False
23421,False
19220,True
87779,False
30777,False
3761,True
24563,False
26683,False
81407,False
14761,True
12120,True
13311,True
22922,False
36003,False
62274,True
41190,False
103239,False
28982,False
114194,False
72400,True
60058,True
113228,False
25237,False
68963,True
98245,False
29845,False
19481,False
8507,True
40600,True
17467,False
69095,True
50957,True
72845,True
43814,False
16358,True
51433,True
29365,False
24653,False
18747,False
16512,False
17649,False
66395,True
113502,False
237,True
51132,True
34187,False
57224,True
66923,True
51464,True
94367,False
19976,False
12853,True
73733,True
113007,False
59178,True
103528,False
23530,False
37165,False
100884,False
109680,False
67082,True
72667,True
111738,False
50761,True
6511,True
91770,False
95204,False
2769,True
33428,False
8078,True
100836,False
95893,False
66560,True
3378,True
88062,False
74105,True
36701,False
47473,True
63034,True
55347,True
104674,False
117843,False
91726,False
103067,False
42411,True
51547,True
106014,False
53384,True
46153,False
78200,False
101805,False
111968,False
32674,False
7311,False
41957,True
44971,False
45517,True
61185,True
9304,True
98959,False
12837,True
61500,True
104692,False
49928,True
37806,False
44839,False
34682,False
116459,False
18284,False
47603,True
23231,False
9743,True
9784,True
73308,True
81364,False
108235,False
83500,False
88921,False
61667,True
60437,True
84139,False
36682,False
25121,False
74173,True
112953,False
19412,False
67734,True
97817,False
33382,False
19667,False
56285,True
38696,False
76359,False
59298,True
113890,False
67833,True
42039,True
110691,False
89435,False
89453,False
45839,True
46971,True
109860,False
9574,True
101667,False
79663,False
87080,False
110719,False
30191,False
17392,False
24882,False
78199,False
80937,False
117429,False
69079,True
116563,False
108396,False
113858,False
91047,False
48345,True
49523,True
10893,True
61234,True
39674,False
36897,False
87031,False
59389,True
19136,True
77082,False
93026,False
109068,False
2723,False
43844,True
291,False
15170,True
100451,False
118489,False
80360,False
3836,True
52850,True
52797,True
48746,True
70195,True
56910,True
111687,False
40697,True
89917,False
4062,True
57626,True
10299,True
87987,False
110391,False
34511,False
88524,False
13153,True
54064,True
41812,False
41050,False
114873,False
79387,False
58316,True
4915,True
3778,True
7771,True
102057,False
68268,True
81209,False
77830,False
26198,False
78420,True
34467,False
47246,False
98499,False
100898,False
97020,False
73008,True
29442,False
8584,True
87647,True
29706,False
97330,False
31074,False
46237,False
105295,False
55116,True
88237,False
110502,False
59438,True
68144,True
77219,False
87707,False
24505,False
23005,False
18026,False
24006,False
109976,False
10998,True
60692,True
28014,False
81134,True
113058,False
80209,False
44564,False
86885,False
23339,False
70898,True
65533,True
60927,True
50980,True
116862,False
58127,True
50097,True
37160,False
105984,False
60561,True
85145,False
66082,True
118067,False
75060,True
100115,False
20312,False
7781,True
48916,True
89053,False
57567,True
14999,True
81895,True
56875,True
37819,False
4305,True
59721,True
34861,False
50399,False
7893,True
115355,False
91194,False
56557,False
27686,False
65970,True
72884,True
11302,True
67037,True
83122,False
5708,True
113651,False
8489,True
98253,False
56051,True
84151,False
1313,True
95858,False
82960,False
44549,False
43433,False
88389,False
43372,False
76987,False
52985,True
70829,True
108501,False
100553,False
67932,True
17969,False
94933,False
103814,False
37637,False
23061,False
38923,False
35695,False
13118,True
22942,False
95284,False
55870,True
46782,True
25361,False
98256,False
62664,True
115940,False
118848,False
110817,False
57321,False
44393,False
113540,False
36681,False
81027,True
106196,False
33868,False
23186,False
9555,True
66547,True
29446,False
66926,True
80622,False
47561,True
27646,False
113375,False
108126,False
20988,False
83486,True
102588,False
95166,False
12238,True
1275,False
7101,True
77740,False
14476,False
61514,True
44771,False
101545,False
65047,True
38120,False
17487,False
54200,True
44331,True
25966,False
37113,False
28456,False
55413,True
98518,False
63480,True
97495,False
114346,False
20368,False
32515,False
4494,True
25887,False
89597,False
16816,False
67653,True
10762,True
14292,False
96957,False
78249,False
114602,False
24467,False
116437,False
44051,True
57161,True
10459,True
63989,True
43479,False
85383,False
30832,False
114007,False
12024,True
111551,False
93143,False
48519,True
35845,False
118667,False
25255,False
39474,False
110700,False
11213,True
113049,False
100715,False
9852,True
43002,False
52621,True
43623,False
77964,False
103993,False
40056,False
37787,False
33329,False
68347,True
52237,True
92522,False
25699,False
111158,False
29932,False
6960,True
40046,False
104185,False
72124,True
106806,False
102743,False
62305,True
26743,False
8503,True
71494,True
85073,False
58039,True
94138,False
78869,False
100932,False
20609,False
91569,False
17400,False
46197,False
105627,False
63702,True
33554,False
44211,False
13093,True
50291,True
1128,True
26324,False
56444,True
32748,False
113125,False
7432,True
8482,True
48629,True
10922,True
77388,True
24103,False
50432,True
83698,False
70795,True
28004,False
17842,False
113170,False
112603,False
115019,False
9818,True
118394,False
116428,False
26054,False
51136,False
4633,True
68883,True
104091,False
109400,False
17956,False
41978,False
101013,False
22920,False
22862,False
73299,True
86888,False
32769,False
104257,False
5630,True
33384,False
108400,False
30825,False
74157,True
44533,False
54989,True
99769,False
114791,False
10316,True
98904,False
85664,False
21303,False
52528,True
29760,False
20032,False
95755,False
77018,False
991,False
90020,False
110834,False
35778,False
77076,False
6400,True
1386,True
48885,True
105886,False
59885,True
106770,False
116118,False
55268,True
77918,False
70593,True
31820,False
75564,False
59132,True
87068,False
94698,False
110083,False
53679,True
36185,False
10176,True
12665,True
53350,True
15060,False
79139,False
102580,False
44983,True
108281,False
62705,True
99795,False
95650,False
107985,False
33106,False
95584,False
78541,False
20390,False
71308,True
18415,False
62287,True
72925,True
3887,True
50802,True
45239,True
100294,False
33259,False
44557,False
106603,False
45751,False
67057,True
3140,True
36813,False
66869,True
80989,True
15878,False
7641,True
34510,False
56431,True
5859,True
85790,False
16720,False
12233,True
19246,False
117280,False
20499,False
8205,True
15352,False
63606,True
78521,False
56019,True
93609,False
37559,False
103604,False
89834,False
70798,True
54922,True
56522,True
105110,False
104966,False
48326,False
61274,True
46192,False
31875,False
6731,False
38651,False
83055,False
90259,False
4848,False
17244,True
113347,False
14791,True
4821,True
46886,True
31707,False
71653,True
8071,False
96755,False
34232,False
48821,True
53809,True
88318,False
78948,False
38042,False
97395,False
25580,False
54674,True
84809,False
28953,False
44081,True
12588,True
24499,False
84383,False
117668,False
46613,False
115187,False
71793,True
97157,False
80759,True
51960,False
111713,False
9582,True
66510,True
74754,True
85555,False
51151,False
11973,True
74603,True
71853,True
110736,False
73523,True
113357,False
24733,False
3097,True
100508,False
53156,True
29523,False
79067,False
108695,False
17247,True
27427,False
104173,False
93362,False
100263,False
92736,False
92817,False
20106,False
90844,False
109035,False
22085,False
16123,False
118135,False
44687,False
86845,False
89748,False
51147,False
80152,False
4083,True
95604,False
102486,False
34582,False
9949,True
39879,False
78468,False
86990,False
70151,True
59222,True
39234,False
5342,True
21803,False
53326,True
40584,False
759,False
20188,False
103439,False
81323,False
68413,True
48082,True
65666,True
107583,False
87187,False
69072,True
8871,True
56728,True
72506,True
94283,False
33476,False
97825,False
2863,False
11760,True
47280,True
29541,False
75713,True
74359,True
114336,False
111132,False
116964,False
68109,True
68026,True
82105,False
63532,True
10644,True
63175,True
46030,False
115351,False
29126,False
4591,False
33832,False
74510,True
111886,False
38170,False
45916,False
5685,True
62363,True
104907,False
18826,True
20007,False
6209,True
54898,True
6618,True
104223,False
100556,False
53336,True
78230,True
88162,False
81556,True
64397,True
57211,True
64614,True
43011,False
506,False
87095,False
84541,False
17384,False
75601,False
32373,False
5151,False
47565,True
85565,False
37279,False
1023,True
101418,False
30583,False
40023,False
79381,False
118007,False
103793,False
98731,False
43897,True
90865,False
51260,True
33480,False
67155,True
17041,False
110295,False
59173,False
73831,True
49599,False
33775,False
24989,False
64735,True
19302,False
96776,False
24311,False
60258,True
73117,True
10387,False
99107,False
110574,False
117806,False
11811,True
24142,False
66157,True
36898,False
86177,False
99298,False
113389,False
52434,True
88881,False
15090,True
13929,False
86138,False
108780,False
58547,True
46003,True
84679,False
118543,False
31587,False
88215,False
7310,True
89916,False
46348,False
94454,False
52028,True
113391,False
20406,False
101323,False
23899,False
75138,True
117087,False
14371,False
58573,True
58694,True
3482,True
27757,False
100122,False
91993,False
110625,False
58236,True
30052,False
93987,False
77375,True
98795,False
55955,True
77546,True
31399,False
98862,False
69654,True
2989,False
5681,True
64303,True
992,True
106538,False
55111,True
14793,True
89910,False
89995,False
75178,True
51228,True
108159,False
94812,False
54346,False
110306,False
83238,False
2022,True
65121,True
53091,True
11900,True
15104,True
15088,False
38050,False
46696,True
31124,False
43109,True
72122,True
59084,True
63160,True
64376,True
101492,False
19849,False
2638,True
6757,True
111535,False
38704,False
56491,True
67741,True
55962,True
73168,True
100035,False
96753,False
31909,False
42976,False
104648,False
55028,True
75169,True
63216,True
71421,True
91850,False
114849,False
8984,True
60162,True
102391,False
64196,True
8047,True
18796,False
100743,False
106406,False
3154,True
12675,True
72140,True
48112,True
19482,False
50069,True
24322,False
14376,False
1261,False
111925,True
53022,True
80364,True
97212,False
4662,False
107872,False
17217,False
62520,True
5796,False
66867,True
110203,False
103728,False
24536,False
53439,True
101975,False
37415,False
79439,True
75365,True
6803,True
38071,False
56986,True
108385,False
75642,True
88616,False
111954,False
8384,True
67859,True
115022,False
42867,True
1142,True
48825,True
116307,False
87132,False
78955,False
12350,True
90640,False
14559,False
49526,True
104253,False
66982,True
37118,False
27766,False
16561,True
76932,True
65136,True
53299,True
23036,False
50961,True
88479,False
80933,False
16664,True
78312,False
50575,True
113744,False
35281,False
15368,False
110958,False
8550,False
18771,False
97014,False
33050,False
81186,False
102247,False
47626,True
46446,True
92839,False
107284,False
85890,False
8225,True
88188,False
107459,False
38798,False
94358,False
12452,True
48560,True
56995,True
29727,False
36152,False
88948,False
64136,True
22388,False
112035,False
64008,True
15119,False
24556,False
17516,False
18223,False
83342,False
105467,False
40626,True
104467,False
93703,False
23700,False
38702,False
117238,False
111970,False
110605,False
21140,False
87316,False
51882,False
20055,False
1075,False
60217,True
80609,False
65925,True
105729,False
107672,False
86685,False
110853,False
97857,False
83044,False
79301,False
45301,False
19979,False
15837,False
44303,True
112383,False
79133,False
78092,False
41468,False
134,False
6753,True
66350,True
11956,True
55820,True
63104,True
108583,False
68306,True
105423,False
110274,False
50570,True
118333,False
44749,False
84718,False
83179,False
3104,False
117221,False
84495,False
111059,False
26400,False
5570,False
78601,False
102899,False
103562,False
103016,False
72617,True
34878,False
107152,False
74326,True
59182,True
3972,True
38507,False
53954,True
5149,True
56286,True
5710,True
69924,True
102059,False
50838,False
49030,True
10,True
99968,False
105937,False
1235,False
73415,True
63610,True
119275,False
59612,True
7439,True
50561,False
47085,False
51686,True
45126,False
104244,False
94674,False
74380,True
23060,False
53428,True
114956,False
93995,False
53049,True
55515,True
103737,False
63508,True
92637,False
83696,False
31428,False
89767,False
15720,True
17359,False
19123,False
65713,True
90260,False
36201,False
41016,False
13992,False
64627,True
29225,False
91752,False
93833,False
12590,True
73749,True
69783,True
60192,True
13364,True
102746,False
50608,True
75374,True
70821,True
114810,False
37843,False
67685,True
13077,True
9542,True
38326,False
107888,False
86333,False
9561,True
872,True
49126,True
118976,False
80921,False
56056,True
49083,True
111759,False
39977,False
80783,True
59904,True
63400,True
63389,True
67599,True
87338,False
24899,False
77168,True
19527,False
17717,False
95443,False
92780,False
9410,True
103234,False
1612,False
4359,True
46655,False
87965,False
7782,True
103446,False
2019,True
103482,False
34646,False
112074,False
23898,False
102997,False
11543,True
7962,True
114069,False
4081,False
15099,True
83920,False
77703,True
10758,True
99690,False
91178,False
6468,True
78286,False
42750,False
98120,False
109102,False
80103,True
37309,False
73474,True
88754,False
90483,False
102394,False
90409,False
39442,False
6162,True
69248,True
25924,False
39852,False
31797,False
4312,True
14331,False
60813,True
86998,False
106405,False
38648,False
108103,False
59127,True
11232,True
67441,True
99281,False
41099,True
17390,False
24849,False
76800,False
74865,True
115416,False
113908,False
74197,True
84179,False
71405,True
4087,True
4151,False
114937,False
45439,False
14881,False
57587,True
104070,False
32218,False
87145,False
22276,False
52168,True
40929,False
106159,False
27648,False
57530,True
102706,False
99053,False
46614,False
67546,True
113501,False
50252,True
113763,False
16205,False
58430,True
97359,False
27565,False
65960,True
91708,False
96925,False
48767,True
21054,False
67293,True
44910,False
52142,True
84728,False
27304,False
12115,True
28284,False
1865,False
106485,False
7468,True
34788,False
98163,False
60472,True
1966,False
118769,False
54013,True
91150,False
19528,False
15226,True
14020,False
85601,False
48194,False
75131,True
81419,False
76138,True
8442,True
4530,True
110951,False
35466,False
74967,True
101459,False
38201,False
97285,False
40338,True
35783,False
91376,False
2283,False
114045,False
30923,False
26552,False
60918,True
80579,False
16327,False
996,True
104449,False
63770,True
56184,False
98567,False
115606,False
98287,False
20094,False
102449,False
8563,False
77046,True
22266,False
25097,False
107259,False
52291,True
29211,False
109113,False
49543,True
50967,True
81954,True
55380,True
16823,False
27232,False
39896,False
102480,False
74875,True
24871,False
7790,False
113658,False
118871,False
39678,False
10916,True
107062,False
73261,True
103032,False
101086,False
79186,False
54061,True
40625,True
683,False
64336,True
13852,False
73465,True
89698,False
69083,True
70062,True
101570,False
15076,False
95217,False
102974,False
19233,True
80854,False
53842,True
115571,False
60988,True
23343,False
22139,False
91513,False
18616,False
1499,False
52691,True
62738,True
20837,False
85977,False
11650,True
104031,False
70187,True
26379,False
113472,False
72746,True
60352,True
86899,False
80779,True
112612,False
15540,False
96731,False
115492,False
8124,False
35903,False
69999,True
53388,True
86282,False
81256,False
44674,True
116950,False
49248,True
39898,False
68598,True
81813,True
6163,True
107601,False
70,True
13981,False
70160,True
104641,False
86654,False
9475,True
101456,False
24165,False
16582,False
63332,True
106856,False
91264,False
68123,True
3852,True
8804,True
76481,True
77535,True
47937,False
118501,False
116855,False
89490,False
36039,False
117181,False
15573,False
98614,False
34198,False
35583,False
115291,False
76013,True
65884,True
44686,False
57712,True
65148,True
7760,True
66364,True
12624,True
118214,False
22668,False
98815,False
106880,False
20890,False
25471,False
51052,True
25641,False
79518,False
24768,False
46409,True
881,True
109876,False
9778,True
33851,False
81371,True
3689,False
57872,True
106684,False
114705,False
46112,False
77311,False
84312,False
16304,False
88510,False
49406,True
3227,True
106727,False
96217,False
111815,False
67769,True
24722,False
2774,True
19175,False
67753,True
1134,True
10835,True
5379,True
108684,False
68733,True
69715,True
31634,False
2433,False
93372,False
23313,False
118508,False
113818,False
88878,False
99944,False
96211,False
53877,True
51878,False
118364,False
3088,True
32586,False
66124,True
64437,True
13486,True
53133,True
53420,True
36775,False
114627,False
61781,True
72434,True
29717,False
53036,True
24544,False
27354,False
88839,False
92941,False
62014,True
109780,False
46249,False
57036,True
62536,True
91593,False
3523,True
26181,False
12801,True
23366,False
84379,False
754,True
115878,False
27694,False
89389,False
60547,True
58768,True
90158,False
82663,False
113548,False
59154,True
42575,False
30773,False
58669,True
3535,False
13350,True
104314,False
107881,False
39599,False
85404,False
81878,True
12719,True
4678,True
92071,False
115071,False
88661,False
27665,False
28356,False
30355,False
32781,False
89114,False
68711,True
70203,True
37987,False
33237,False
71836,True
104054,False
18641,False
43432,False
99967,False
21342,False
21966,False
11148,True
101026,False
44416,True
59364,True
57319,False
94424,False
20002,False
22755,False
66049,True
33816,False
77826,False
92826,False
82356,True
78949,False
48815,True
3130,False
42623,False
24614,False
71920,True
103579,False
119058,False
49063,True
59816,True
117824,False
18504,False
70947,True
57801,True
114472,False
21068,False
33904,False
64009,True
110651,False
19367,True
47229,False
103098,False
26260,False
50543,True
74771,False
85807,False
54990,True
2876,False
41794,False
40572,False
54930,True
85672,False
69370,True
17430,False
16319,False
26967,False
100615,False
5296,True
83493,False
52334,True
17042,False
30140,False
24418,False
102755,False
71331,True
2266,False
49288,True
49225,True
95329,False
63240,True
82512,False
75989,True
101291,False
36763,False
97533,False
114013,False
114327,False
6021,True
61984,True
101142,False
64302,True
3734,False
66329,True
82074,False
96721,False
60102,True
15462,False
111542,False
82116,False
80094,True
44981,False
30205,False
16551,True
106748,False
48377,True
19306,False
67257,True
69579,True
119280,False
97598,False
33316,False
116178,False
76195,False
76347,False
105207,False
44622,False
24235,False
2227,False
50265,True
36422,False
15797,False
41176,True
30763,False
45259,False
77093,False
93011,False
100578,False
50640,True
93557,False
38845,False
102158,False
88224,False
2596,False
37298,False
43114,False
58163,True
34238,False
14774,True
6815,True
103065,False
62745,True
35123,False
34860,False
110795,False
49979,True
61289,True
78444,True
72619,True
103613,False
76903,True
38323,False
67329,True
89975,False
89953,False
101125,False
85978,False
85536,False
40065,True
48783,True
53923,True
74187,True
94973,False
51171,False
53124,True
60798,True
40977,False
54782,True
28710,False
66035,True
655,False
36488,False
27162,False
62577,True
73391,True
76584,True
107001,False
67447,True
7929,False
10708,True
66097,True
71537,True
15339,True
109008,False
114274,False
87297,False
102694,False
15001,True
13335,True
97204,False
76120,True
85191,False
107670,False
54778,True
103257,False
17709,False
18608,False
119039,False
70820,True
25876,False
80497,True
82802,True
83248,False
88373,False
51302,False
33164,False
24782,False
45415,False
38110,False
62449,True
39287,False
28230,False
8459,True
66430,True
114715,False
82252,True
71593,True
4695,True
97951,False
28492,False
40134,True
95626,False
28522,False
99244,False
89860,False
31963,False
46830,False
90658,False
31109,False
75671,True
96262,False
22693,False
112874,False
53703,True
99540,False
61139,True
113255,False
4520,False
115893,False
53012,True
62381,True
5949,True
26511,False
42553,False
42043,True
51728,True
64448,True
99070,False
2021,False
75850,True
106745,False
14012,False
64903,True
33550,False
78496,False
103617,False
99668,False
104358,False
28899,False
62535,True
87236,False
80873,False
83000,False
96063,False
52547,True
101683,False
20562,False
97744,False
1069,False
70711,True
53915,True
33778,False
5404,True
60292,True
64100,True
76531,True
67190,True
81111,True
65179,True
5531,False
73943,True
63962,True
51383,True
73279,True
102060,False
38632,False
68406,True
84145,False
23815,False
110080,False
91067,False
22808,False
20360,False
33578,False
93105,False
107338,False
101128,False
41529,False
18880,True
54144,True
2525,False
108327,False
97169,False
78642,True
45242,True
20651,False
93820,False
57171,True
23781,False
18926,False
48537,True
41975,False
21013,False
27593,False
83360,False
41248,True
34675,False
83666,False
95517,False
91543,False
102579,False
90013,False
108979,False
91312,False
19227,True
33224,False
87483,False
13996,False
67018,True
98147,False
52653,True
64791,True
93233,False
102722,False
52781,True
87385,False
22799,False
20834,False
68175,True
74663,True
93101,False
86174,False
45587,True
38675,False
4092,False
109234,False
59745,True
76718,False
71815,True
102814,False
109132,False
50274,True
19652,False
69124,True
21806,False
66221,True
73994,True
79416,True
52817,True
96495,False
93347,False
95124,False
15260,False
2215,True
18237,False
36812,False
55739,True
119175,False
69650,True
50618,True
106211,False
30272,False
48193,True
11845,True
92747,False
26312,False
40159,False
25678,False
94224,False
66136,True
64551,True
77281,False
1492,True
463,False
63409,True
39081,False
24389,False
7272,True
3329,False
21315,False
62903,True
23891,False
11075,True
102257,False
89847,False
90627,False
69891,True
89097,False
64866,True
107066,False
99426,False
37785,False
6674,True
91728,False
80496,True
42600,False
86769,False
26695,False
58034,True
5660,True
40816,False
25284,False
28282,False
19852,False
108731,False
45446,False
18143,False
24193,False
103841,False
71304,True
24000,False
57077,True
65098,True
94448,False
97000,False
92426,False
62700,True
68146,True
11487,True
52860,True
66331,True
39875,False
87956,False
42628,False
42735,False
53061,True
25086,False
21575,False
38785,False
46501,True
102174,False
17428,False
32362,False
117521,False
58555,True
226,False
44279,False
25788,False
46685,True
32033,False
39164,False
72815,True
55597,True
61057,True
67849,True
40717,False
32349,True
86539,False
87089,False
61109,True
112004,False
117338,False
7365,True
49096,True
58577,True
93065,False
77877,False
114176,False
101567,False
93476,False
50318,True
55096,True
27999,False
109112,False
108759,False
20011,False
6055,True
75939,True
49425,True
22236,False
21216,False
31977,False
67420,True
5057,True
116148,False
105495,False
28678,False
14265,False
75440,True
55364,True
36339,False
104865,False
113646,False
40806,False
5352,True
71540,True
69567,True
96418,False
60087,True
14189,False
55200,True
111639,False
89965,False
92591,False
64219,True
50622,True
88619,False
98429,False
9425,True
53027,True
11442,True
111400,False
476,False
18464,False
70508,True
77373,True
55712,True
68195,True
64490,True
68046,True
38077,False
10717,True
30528,False
65186,True
53101,True
109203,False
62122,True
100372,False
76596,True
86025,False
30988,False
18514,False
93834,False
97313,False
55949,True
41127,False
92666,False
110116,False
98306,False
66658,True
21482,False
112933,False
71850,True
106836,False
1924,False
59369,True
76902,False
55929,True
107922,False
97984,False
83400,False
50479,True
9590,True
68869,True
71667,True
3530,False
98030,False
18162,False
60482,True
37031,False
50533,True
70573,True
49994,True
51120,True
7736,True
22381,False
54445,True
100197,False
80154,True
79329,False
89843,False
108516,False
88403,False
103880,False
74561,True
57155,True
18940,False
32300,False
38669,False
90164,False
30333,False
54534,True
3946,True
71222,True
15580,False
25232,False
104712,False
71596,True
40337,True
40905,False
78179,True
57577,True
12201,True
96259,False
5809,False
36902,False
16982,False
4793,True
81593,True
24523,False
62817,True
1580,False
108255,False
99669,False
75503,True
94502,False
24186,False
58314,True
73995,True
75375,True
62099,True
94370,False
31736,False
61301,True
